Product,TC_ID,TC_Category,TC_Title,TC_Layer,TC_Customers,TC_FixVersion,DateTime_Started,DateTime_Finished,TestRun-Duration,TestRun-Result,TestRun-Retries,Env-CoreServiceVersion,Env-EnvName,Env-StackName
NFS,NFS-6598,Smoke,SmokeTC021 - Disclosure Reports for RUB,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 5:52,10/16/2025 5:59,0:06:59,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10881,Smoke,"SmokeTC019 - NFS Mass Export (Unit, Charge, Schedules)",UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 5:57,10/16/2025 6:05,0:08:42,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-11084,Smoke,SmokeTC023 - Disclosure Reports for CAD,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 5:59,10/16/2025 6:04,0:05:27,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2098,Smoke,SmokeTC024 - NFS Mass Export (Schedules),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 5:59,10/16/2025 6:02,0:02:39,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10861,Smoke,"SmokeTC025 - Perform multiple AG Events, then close AG using Casualty",UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:12,10/16/2025 6:30,0:18:11,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2096,Smoke,SmokeTC027 - NFS Mass Export (Unit),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:05,10/16/2025 6:14,0:09:01,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10886,Smoke,SmokeTC022 - Perform Mass Work Flow Job with Profile,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 5:51,10/16/2025 6:19,0:28:27,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2090,Smoke,SmokeTC028 - Create CPI Global Mass Indexation Profile & Job (Lease & Non-Lease),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:14,10/16/2025 6:22,0:07:42,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2097,Smoke,SmokeTC026 - Perform Sap External postings (UFCLP Scenario Without GVI),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:04,10/16/2025 6:23,0:18:29,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2083,Smoke,SmokeTC031 - Scheduler jobs for SAP Posting bot.,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:23,10/16/2025 6:23,0:00:34,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-14008,Smoke,SmokeTC029 - Contract Expiration Report,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:19,10/16/2025 6:26,0:06:30,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8014,Smoke,SmokeTC033 - NFS Mass Export (Charge),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:26,10/16/2025 6:27,0:01:53,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2091,Smoke,SmokeTC034 - Disclosure Reports for EUR,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:33,10/16/2025 6:43,0:10:25,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-16825,Smoke,SmokeTC030 - Mass Inter company Transfer - Running Mass Inter company Transfer Jobs.,UI,None,N2025.R3,10/16/2025 6:22,10/16/2025 6:34,0:11:36,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-7981,Smoke,"SmokeTC035 - Perform Mass Import Job for LC #Contract (Provisioning & GVI) #LC (Multiple LC, Straight-Line,Periodic)",UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:30,10/16/2025 6:36,0:06:08,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2132,Smoke,SmokeTC037 - NFS Export (MLA Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:36,10/16/2025 6:38,0:01:47,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-7793,Smoke,SmokeTC038 - NFS Export (Contract Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:38,10/16/2025 6:39,0:00:57,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2705,Smoke,SmokeTC032 - Perform Mass Work Flow Job with Profile (CPI-Global Scenario),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:23,10/16/2025 6:45,0:21:36,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8104,Smoke,SmokeTC040 - NFS Export (Activation Group Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:43,10/16/2025 6:46,0:03:09,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8103,Smoke,SmokeTC041 - NFS Export (Unit Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:52,10/16/2025 6:55,0:03:22,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-11119,Smoke,SmokeTC036 - Verify user can revert AG at event and inception level.,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:34,10/16/2025 6:57,0:23:09,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-7983,Smoke,SmokeTC039 - Perform Mass Import Job for Lessor,UI,None,N2025.R1,10/16/2025 6:39,10/16/2025 6:58,0:18:26,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8034,Smoke,SmokeTC043 - NFS Mass Export (Master Agreement),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:55,10/16/2025 6:59,0:03:35,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8033,Smoke,SmokeTC044 - NFS Mass Export (Contact),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:57,10/16/2025 6:59,0:02:06,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10900,Smoke,SmokeTC045 - NFS Analytics (Search Bar),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:58,10/16/2025 7:01,0:03:50,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10863,Smoke,SmokeTC042 - Perform Sap External postings (Simple Without GVI),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:46,10/16/2025 7:05,0:18:37,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2075,Smoke,SmokeTC046 - Disclosure Reports for USD,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:06,10/16/2025 7:13,0:06:16,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8013,Smoke,SmokeTC047 - Perform Mass Import Job for Master Agreement,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 6:59,10/16/2025 7:08,0:09:03,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-7982,Smoke,SmokeTC049 - Perform Mass Import Job for LC (Multiple Terms With GVI),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:05,10/16/2025 7:14,0:08:57,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2081,Smoke,SmokeTC050 - Disclosure Reports for GBP,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:15,10/16/2025 7:25,0:10:35,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-11095,Smoke,"SmokeTC048 - Verify Lessor Work Flow, Posting and Schedules",UI,None,N2025.R1,10/16/2025 7:01,10/16/2025 7:23,0:21:19,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-7979,Smoke,SmokeTC051 - Perform Mass Import Job for LC (Non GVI),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:13,10/16/2025 7:26,0:13:15,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2077,Smoke,SmokeTC052 - Perform Sap External postings (UFCLP Scenario With GVI),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:14,10/16/2025 7:33,0:19:11,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-11920,Smoke,SmokeTC054 - Verify Activation Group Split,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:25,10/16/2025 7:33,0:08:00,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-10883,Smoke,SmokeTC055 - UF-CLP Scenario,UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:26,10/16/2025 7:34,0:07:33,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-8105,Smoke,SmokeTC056 - NFS Export (Lease Component Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:33,10/16/2025 7:34,0:01:14,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-14051,Smoke,SmokeTC057 - Verify Cash Flow Report Columns are Correctly mapped for Inception and with Multiple events,UI,None,Nakisa 2024.R1,10/16/2025 7:42,10/16/2025 7:56,0:13:44,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-13759,Smoke,SmokeTC058 - Verify Income Statement Report with Impairment Loss and Gain Events,UI,None,Nakisa 2024.R1,10/16/2025 7:34,10/16/2025 7:43,0:09:31,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-13787,Smoke,SmokeTC059 - Verify Balance Sheet Report with Impairment Loss and Gain Events,UI,None,Nakisa 2024.R1,10/16/2025 7:34,10/16/2025 7:43,0:08:49,PASSED,0,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
NFS,NFS-2074,Smoke,SmokeTC053 - NFS Mass Export (Activation Group),UI,None,Nakisa 2023.R4 & Earlier,10/16/2025 7:46,10/16/2025 8:17,0:30:45,PASSED,1,25.40.1-rm-release-n2025-r4.v3fa05db1,rb-env2,release2
