Product,TC_ID,TC_Category,TC_Title,TC_Layer,TC_Customers,TC_FixVersion,DateTime_Started,DateTime_Finished,TestRun-Duration,TestRun-Result,TestRun-Retries,Env-CoreServiceVersion,Env-EnvName,Env-StackName
NFS,NFS-8014,Smoke,SmokeTC033 - NFS Mass Export (Charge),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:19,10/17/2025 7:22,0:02:24,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-16825,Smoke,SmokeTC030 - Mass Inter company Transfer - Running Mass Inter company Transfer Jobs.,UI,None,N2025.R3,10/17/2025 7:22,10/17/2025 7:25,0:03:24,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-7981,Smoke,"SmokeTC035 - Perform Mass Import Job for LC #Contract (Provisioning & GVI) #LC (Multiple LC, Straight-Line,Periodic)",UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:22,10/17/2025 7:25,0:03:30,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-11119,Smoke,SmokeTC036 - Verify user can revert AG at event and inception level.,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:29,10/17/2025 7:49,0:20:04,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2091,Smoke,SmokeTC034 - Disclosure Reports for EUR,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:22,10/17/2025 7:32,0:09:57,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2132,Smoke,SmokeTC037 - NFS Export (MLA Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:33,10/17/2025 7:35,0:01:30,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-7793,Smoke,SmokeTC038 - NFS Export (Contract Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:32,10/17/2025 7:34,0:02:49,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8104,Smoke,SmokeTC040 - NFS Export (Activation Group Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:35,10/17/2025 7:36,0:01:03,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8103,Smoke,SmokeTC041 - NFS Export (Unit Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:36,10/17/2025 7:37,0:01:44,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-10863,Smoke,SmokeTC042 - Perform Sap External postings (Simple Without GVI),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:39,10/17/2025 7:41,0:01:59,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8034,Smoke,SmokeTC043 - NFS Mass Export (Master Agreement),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:41,10/17/2025 7:44,0:02:36,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8033,Smoke,SmokeTC044 - NFS Mass Export (Contact),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:44,10/17/2025 7:45,0:00:39,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-10900,Smoke,SmokeTC045 - NFS Analytics (Search Bar),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:45,10/17/2025 7:49,0:03:51,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-7983,Smoke,SmokeTC039 - Perform Mass Import Job for Lessor,UI,None,N2025.R1,10/17/2025 7:52,10/17/2025 7:54,0:02:38,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8013,Smoke,SmokeTC047 - Perform Mass Import Job for Master Agreement,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:54,10/17/2025 8:07,0:13:00,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2075,Smoke,SmokeTC046 - Disclosure Reports for USD,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 7:49,10/17/2025 8:01,0:12:19,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2705,Smoke,SmokeTC032 - Perform Mass Work Flow Job with Profile (CPI-Global Scenario),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:03,10/17/2025 8:27,0:23:45,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-7982,Smoke,SmokeTC049 - Perform Mass Import Job for LC (Multiple Terms With GVI),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:10,10/17/2025 8:25,0:15:19,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2081,Smoke,SmokeTC050 - Disclosure Reports for GBP,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:07,10/17/2025 8:17,0:10:37,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-11095,Smoke,"SmokeTC048 - Verify Lessor Work Flow, Posting and Schedules",UI,None,N2025.R1,10/17/2025 7:54,10/17/2025 8:26,0:32:01,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2077,Smoke,SmokeTC052 - Perform Sap External postings (UFCLP Scenario With GVI),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:31,10/17/2025 8:49,0:17:41,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-7979,Smoke,SmokeTC051 - Perform Mass Import Job for LC (Non GVI),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:17,10/17/2025 8:31,0:14:08,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-11920,Smoke,SmokeTC054 - Verify Activation Group Split,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:27,10/17/2025 8:35,0:08:26,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8105,Smoke,SmokeTC056 - NFS Export (Lease Component Export from Landing Page),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:35,10/17/2025 8:37,0:01:30,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-10883,Smoke,SmokeTC055 - UF-CLP Scenario,UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 8:31,10/17/2025 8:39,0:07:41,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-14051,Smoke,SmokeTC057 - Verify Cash Flow Report Columns are Correctly mapped for Inception and with Multiple events,UI,None,Nakisa 2024.R1,10/17/2025 8:45,10/17/2025 8:58,0:12:58,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-13759,Smoke,SmokeTC058 - Verify Income Statement Report with Impairment Loss and Gain Events,UI,None,Nakisa 2024.R1,10/17/2025 8:39,10/17/2025 8:49,0:09:34,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-13787,Smoke,SmokeTC059 - Verify Balance Sheet Report with Impairment Loss and Gain Events,UI,None,Nakisa 2024.R1,10/17/2025 8:49,10/17/2025 8:57,0:08:37,PASSED,0,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-2074,Smoke,SmokeTC053 - NFS Mass Export (Activation Group),UI,None,Nakisa 2023.R4 & Earlier,10/17/2025 9:37,10/17/2025 10:18,0:41:07,PASSED,1,25.40.1-rm-release-n2025-r4.vde24a2ef,rb-env2,release2
NFS,NFS-8897,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-01,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 9:56,10/17/2025 10:21,0:25:46,PASSED,0,,192.168.20.79,
NFS,NFS-8903,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-05,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 9:56,10/17/2025 10:22,0:26:40,PASSED,0,,192.168.20.79,
NFS,NFS-8898,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-02,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 9:56,10/17/2025 10:25,0:29:30,PASSED,0,,192.168.20.79,
NFS,NFS-8899,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-03,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 9:56,10/17/2025 10:30,0:34:42,PASSED,0,,192.168.20.79,
NFS,NFS-8908,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-08,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 10:25,10/17/2025 10:39,0:14:18,PASSED,0,,192.168.20.79,
NFS,NFS-8901,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-04,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 9:56,10/17/2025 10:47,0:50:57,PASSED,0,,192.168.20.79,
NFS,NFS-8909,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-09,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 10:30,10/17/2025 10:48,0:17:16,PASSED,0,,192.168.20.79,
NFS,NFS-16784,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-105,UI,walmartNUAT,N2025.R3,10/17/2025 10:48,10/17/2025 10:54,0:06:21,PASSED,0,,192.168.20.79,
NFS,NFS-8910,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-10,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 10:39,10/17/2025 10:59,0:19:13,PASSED,0,,192.168.20.79,
NFS,NFS-16783,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-104,UI,walmartNUAT,N2025.R3,10/17/2025 10:47,10/17/2025 11:04,0:17:12,PASSED,0,,192.168.20.79,
NFS,NFS-14251,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-108,UI,walmartNUAT,Nakisa 2024.R2,10/17/2025 10:54,10/17/2025 11:05,0:11:09,PASSED,0,,192.168.20.79,
NFS,NFS-14250,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-109,UI,walmartNUAT,Nakisa 2024.R2,10/17/2025 10:59,10/17/2025 11:12,0:13:32,PASSED,0,,192.168.20.79,
NFS,NFS-14252,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-110,UI,walmartNUAT,Nakisa 2024.R2,10/17/2025 11:05,10/17/2025 11:13,0:08:10,PASSED,0,,192.168.20.79,
NFS,NFS-6720,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-106,UI,walmartNUAT,Nakisa 2024.R1,10/17/2025 11:15,10/17/2025 11:21,0:05:29,PASSED,1,,192.168.20.79,
NFS,NFS-6717,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-107,UI,walmartNUAT,Nakisa 2024.R1,10/17/2025 11:16,10/17/2025 11:43,0:26:36,PASSED,1,,192.168.20.79,
NFS,NFS-2101,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-114,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:13,10/17/2025 11:22,0:08:36,PASSED,0,,192.168.20.79,
NFS,NFS-2104,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-113,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:12,10/17/2025 11:23,0:10:23,PASSED,0,,192.168.20.79,
NFS,NFS-8913,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-11,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:04,10/17/2025 11:32,0:27:51,PASSED,0,,192.168.20.79,
NFS,NFS-9590,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-116,UI,walmartNUAT,Nakisa 2024.R1,10/17/2025 11:22,10/17/2025 11:33,0:11:30,PASSED,0,,192.168.20.79,
NFS,NFS-2084,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-117,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:23,10/17/2025 11:48,0:24:57,PASSED,0,,192.168.20.79,
NFS,NFS-2080,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-115,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:21,10/17/2025 11:49,0:27:36,PASSED,0,,192.168.20.79,
NFS,NFS-2906,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-119,UI,walmartNUAT,Nakisa 2024.R1,10/17/2025 11:33,10/17/2025 11:49,0:15:31,PASSED,0,,192.168.20.79,
NFS,NFS-14356,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-122,UI,walmartNUAT,Nakisa 2024.R2,10/17/2025 11:49,10/17/2025 12:02,0:12:52,PASSED,0,,192.168.20.79,
NFS,NFS-6597,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-118,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:32,10/17/2025 12:02,0:30:36,PASSED,0,,192.168.20.79,
NFS,NFS-14355,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-121,UI,walmartNUAT,Nakisa 2024.R2,10/17/2025 11:49,10/17/2025 12:05,0:16:25,PASSED,0,,192.168.20.79,
NFS,NFS-15005,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-125,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:02,10/17/2025 12:06,0:03:50,PASSED,0,,192.168.20.79,
NFS,NFS-6682,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-120,UI,walmartNUAT,Nakisa 2024.R1,10/17/2025 11:48,10/17/2025 12:10,0:21:48,PASSED,0,,192.168.20.79,
NFS,NFS-17109,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-123,UI,walmartNUAT,N2025.R2,10/17/2025 12:02,10/17/2025 12:10,0:08:07,PASSED,0,,192.168.20.79,
NFS,NFS-15586,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-127,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:06,10/17/2025 12:18,0:11:43,PASSED,0,,192.168.20.79,
NFS,NFS-15208,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-129,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:10,10/17/2025 12:21,0:11:42,PASSED,0,,192.168.20.79,
NFS,NFS-8914,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-12,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 11:43,10/17/2025 12:25,0:42:32,PASSED,0,,192.168.20.79,
NFS,NFS-15585,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-126,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:05,10/17/2025 12:26,0:21:19,PASSED,0,,192.168.20.79,
NFS,NFS-15209,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-131,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:18,10/17/2025 12:30,0:11:51,PASSED,0,,192.168.20.79,
NFS,NFS-11940,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-133,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:25,10/17/2025 12:32,0:06:28,PASSED,0,,192.168.20.79,
NFS,NFS-15210,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-132,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:21,10/17/2025 12:33,0:12:04,PASSED,0,,192.168.20.79,
NFS,NFS-8916,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-13,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 12:10,10/17/2025 12:34,0:23:39,PASSED,0,,192.168.20.79,
NFS,NFS-15211,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-134,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:26,10/17/2025 12:34,0:07:22,PASSED,0,,192.168.20.79,
NFS,NFS-2783,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-135,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:30,10/17/2025 12:41,0:10:50,PASSED,0,,192.168.20.79,
NFS,NFS-15588,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-136,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:32,10/17/2025 12:42,0:10:21,PASSED,0,,192.168.20.79,
NFS,NFS-15185,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-138,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:46,10/17/2025 12:57,0:11:26,PASSED,1,,192.168.20.79,
NFS,NFS-15184,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-137,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:33,10/17/2025 12:48,0:14:59,PASSED,0,,192.168.20.79,
NFS,NFS-8919,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-15,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 12:48,10/17/2025 12:53,0:04:15,PASSED,0,,192.168.20.79,
NFS,NFS-15186,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-139,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:34,10/17/2025 12:57,0:23:26,PASSED,0,,192.168.20.79,
NFS,NFS-15187,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-140,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:42,10/17/2025 13:05,0:23:09,PASSED,0,,192.168.20.79,
NFS,NFS-8917,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-14,UI,walmartNUAT,Nakisa 2023.R4 & Earlier,10/17/2025 12:41,10/17/2025 13:06,0:25:21,PASSED,0,,192.168.20.79,
NFS,NFS-15236,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-154,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 13:05,10/17/2025 13:43,0:38:08,PASSED,0,,192.168.20.79,
NFS,NFS-15237,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-155,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 13:06,10/17/2025 13:46,0:40:26,PASSED,0,,192.168.20.79,
NFS,NFS-15216,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-151,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 12:53,10/17/2025 13:58,1:05:09,PASSED,0,,192.168.20.79,
NFS,NFS-15240,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-158,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 13:52,10/17/2025 14:25,0:32:10,PASSED,0,,192.168.20.79,
NFS,NFS-15243,Engine/Core/Accounting,Verify Schedules for Accounting Test Case TC-160,UI,walmartNUAT,Nakisa 2024.R3,10/17/2025 14:00,10/17/2025 14:25,0:25:37,PASSED,0,,192.168.20.79,
